book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
"Ancient Remedies : Secrets to Healing with Herbs, Essential Oils, Cbd, and the Most Powerful Natural Medicine in History",3,4.35,1,0,1,Dr Josh Axe,416.0,236.0,155.0,38.0,635.0,2,2,2021,"Little, Brown Spark",United States,United States,1,10225,112.23
"Like Streams to the Ocean : Notes on Ego, Love, and the Things That Make Us Who We Are",3,4.15,1,0,1,Jedidiah Jenkins,272.0,222.0,144.0,27.0,392.0,11,2,2021,Ebury Publishing,London,United Kingdom,1,119673,74.83
"Whole Beauty : Natural Rituals and Recipes for Lifelong Beauty, Inside and Out",3,3.84,0,0,1,Shiva Rose,224.0,248.0,190.0,30.48,1088.62,3,4,2018,Artisan,New York,United States,1,107045,99.76
El Secreto (the Secret),3,3.71,0,0,1,Rhonda Byrne,224.0,182.0,164.0,22.0,463.0,19,6,2007,Atria Books,New York,NY,2,118424,90.3
By Time is Everything Revealed : And Other Irish proverbs for Mindful Living,3,4.0,1,0,1,Fiann O Nuallain,240.0,205.0,137.0,23.0,322.0,31,12,2018,Gill,Dublin,Ireland,1,122941,71.31
Heaven is Real But So is Hell : An Eyewitness Account of What is to Come,3,3.97,0,0,1,Vassulen Ryden,224.0,237.0,159.0,22.0,494.0,1,11,2015,Alexian Ltd,MD,United States,1,116522,89.6
The Art of Simple Living : 100 Daily Practices from a Japanese Zen Monk for a Lifetime of Calm and Joy,3,3.92,0,0,1,Shunmyo Masuno,224.0,183.0,130.0,21.0,289.0,6,5,2019,Penguin Putnam Inc,New York,NY,1,117367,78.18
"Kew - The Witch's Garden : Plants in Folklore, Magic and Traditional Medicine",3,4.43,1,0,1,Sandra Lawrence,208.0,210.0,150.0,22.86,566.99,6,10,2020,Welbeck Publishing Group,London,United Kingdom,1,15126,70.36
My House Plant Changed My Life : Green Wellbeing for the Great Indoors,3,4.29,1,0,1,David Domoney,144.0,199.0,153.0,18.0,397.0,4,2,2021,Dorling Kindersley Ltd,London,United Kingdom,1,119260,57.96
"I've Been Thinking... : Reflections, Prayers, and Meditations for a Meaningful Life",3,4.18,1,0,1,Maria Shriver,208.0,184.0,135.0,33.02,317.51,1,3,2018,Penguin Adult,United States,United States,1,120491,75.6
Drawing as Therapy: Know Yourself Through Art,3,4.0,1,0,1,The School of Life,144.0,246.0,180.0,20.32,635.03,7,9,2021,The School of Life Press,United Kingdom,United Kingdom,1,13947,72.07
Thirteen Ways to Smell a Tree : Getting to know trees through the language of scent,3,4.75,1,0,1,David George Haskell,192.0,178.0,112.0,28.0,220.0,28,10,2021,OCTOPUS PUBLISHING GROUP,London,United Kingdom,1,14229,55.51
"The Junior Witch's Handbook : A Kid's Guide to White Magic, Spells, and Rituals",3,4.18,1,0,1,Nikki Van De Car,120.0,222.0,158.0,16.0,400.0,4,6,2020,"Running Press,U.S.",Philadelphia,United States,1,124260,55.77
The Zenned Out Guide to Understanding Crystals: Volume 3 : Your Handbook to Using and Connecting to Crystal Energy,3,4.46,1,0,1,Cassie Uhl,160.0,195.0,145.0,17.78,408.23,15,9,2020,Rock Point,New York,United States,1,109785,71.27
Sound Medicine : How to Use the Ancient Science of Sound to Heal the Body and Mind,3,4.15,1,0,1,Kulreet Chaudhary,272.0,229.0,152.0,24.0,416.0,10,3,2020,HarperCollins Publishers Inc,New York,United States,1,120899,88.23
"Root and Ritual : Timeless Ways to Connect to Land, Lineage, Community, and the Self",3,4.27,1,0,1,Becca Piastrelli,248.0,203.0,203.0,22.1,300.0,16,11,2021,Sounds True Inc,New York,United States,1,121281,79.68
Bloom & Thrive : Essential Healing Herbs and Flowers (Now Age series),3,4.11,1,0,1,Brigit Anna McNeill,192.0,185.0,115.0,19.0,201.0,1,4,2021,Ebury Publishing,London,United Kingdom,1,54015,51.95
The Little Big Book of White Spells,3,3.88,0,0,1,Ileana Abrev,432.0,152.0,125.0,30.48,435.45,8,1,2017,"Llewellyn Publications,U.S.",Minnesota,United States,1,138560,71.23
Lessons from a Bedside : Wisdom For Living,3,4.1,1,0,1,Breda Casserly,272.0,220.0,142.0,26.0,380.0,6,5,2021,Hachette Books Ireland,Castleknock,Ireland,1,66731,58.82
"Sky Runner : Finding Strength, Happiness, And Balance In Your Running",3,3.82,0,0,1,Emelie Forsberg,178.0,247.0,170.0,22.0,709.0,7,8,2018,Blue Star Press,Bend,OR,1,124648,113.15
Invitation to Retreat : The Gift and Necessity of Time Away with God,3,4.48,1,0,1,Ruth Haley Barton,160.0,210.0,140.0,18.0,363.0,18,9,2018,InterVarsity Press,United States,United States,1,69316,74.23
F*ck That : An Honest Meditation,3,4.47,1,0,1,Jason Headley,64.0,191.0,159.0,10.0,256.0,3,11,2016,"Little, Brown Book Group",London,United Kingdom,1,130199,48.95
The Virago Book Of Witches,3,3.57,0,0,1,Shahrukh Husain,368.0,200.0,136.0,32.0,420.0,20,10,2020,"Little, Brown Book Group",London,United Kingdom,1,20644,65.49
The Gnostic Gospels of Jesus : The Definitive Collection of Mystical Gosp els and Secret Books about Jesus of Nazareth,3,3.94,0,0,1,Marvin Meyer,368.0,216.0,148.0,30.0,502.0,7,7,2005,HarperCollins Publishers,London,United Kingdom,1,107190,97.98
Ask! : The Bridge from Your Dreams to Your Destiny,3,4.24,1,0,1,Mark Victor Hansen,352.0,191.0,140.0,25.0,533.0,28,4,2020,Permuted Press,AR,United States,1,127872,86.33
The End of Illness,3,3.48,0,0,1,David B. Agus,352.0,234.0,161.0,28.0,508.0,17,1,2012,Simon & Schuster,New York,United States,1,125828,76.42
The Complete I Ching - 10th Anniversary Edition : The Definitive Translation by Taoist Master Alfred Huang,3,4.27,1,0,1,Taoist Master Alfred Huang,576.0,229.0,152.0,38.0,934.0,17,11,2010,Inner Traditions Bear and Company,Rochester,United States,1,126423,107.71
"Love Spells: Volume 2 : A Handbook of Magic, Charms, and Potions",3,3.86,0,0,1,Anastasia Greywolf,246.0,210.0,140.0,25.4,598.74,31,5,2018,"Wellfleet Press,U.S.",United States,United States,1,122514,70.53
The Way of Integrity : Finding the Path to Your True Self,3,4.29,1,0,1,Martha Beck,352.0,218.0,147.0,30.0,454.0,13,4,2021,OPEN FIELD,United States,United States,1,128604,95.16
"The Mermaid Handbook : An Alluring Treasury of Literature, Lore, Art, Recipes, and Projects",3,4.1,1,0,1,Carolyn Turgeon,208.0,235.0,173.0,25.4,907.18,28,6,2018,HarperCollins Publishers Inc,New York,United States,1,127966,122.67
Moon Bath : Bathing Rituals and Recipes for Relaxation and Vitality,3,4.16,1,0,1,Dakota Hills,168.0,210.0,159.0,21.0,450.0,15,9,2020,Chronicle Books,San Francisco,United States,1,41830,75.18
Lagom : The Swedish Secret of Living Well,3,3.57,0,0,1,Lola A Akerstroem,192.0,184.0,132.0,22.0,397.0,31,10,2018,Headline Publishing Group,London,United Kingdom,1,18271,61.61
"Altered Traits : Science Reveals How Meditation Changes Your Mind, Brain, and Body",3,3.92,0,0,1,Daniel Goleman,336.0,236.0,157.0,28.0,527.0,5,9,2017,Avery Publishing Group,United States,United States,1,131847,96.98
"10% Happier : How I Tamed the Voice in My Head, Reduced Stress without Losing My Edge, and Found Self-help That Actually Works : a True Story",3,3.91,0,0,1,Dan Harris,256.0,231.0,155.0,25.0,431.0,10,4,2014,HarperCollins Publishers Inc,New York,NY,1,130060,94.02
Ikebana Unbound : A Modern Approach to the Ancient Japanese Art of Flower Arranging,3,3.76,0,0,1,Amanda Luu,176.0,235.0,203.0,17.78,725.75,15,9,2020,Artisan,New York,United States,1,131013,83.38
Captain Tom's Life Lessons,3,4.51,1,0,1,Captain Tom Moore,160.0,184.0,138.0,18.0,206.0,15,7,2021,Penguin Books Ltd,London,United Kingdom,1,23780,64.65
Living Between Worlds : Finding Personal Resilience in Changing Times,3,4.42,1,0,1,James Hollis,184.0,237.0,161.0,20.0,391.0,23,6,2020,SOUNDS TRUE INC,New York,United States,1,98521,83.63
Ritual Baths : Be Your Own Healer,3,3.85,0,0,1,Deborah Hanekamp,272.0,232.0,187.0,22.86,826.0,12,11,2020,HarperCollins Publishers Inc,United States,United States,1,119702,98.35
Greatest Forgiveness : Bring Joy and Peace to Your Life with the Power of Unconditional Forgiveness,3,3.58,0,0,1,Zhi Gang Sha,160.0,160.0,109.0,17.0,153.0,23,9,2019,BENBELLA BOOKS,Dallas,United States,1,132103,48.1
The Zenned Out Guide to Understanding Chakras: Volume 2 : Your Handbook to Understanding The Energy of The Chakra System,3,4.39,1,0,1,Cassie Uhl,176.0,195.0,145.0,20.32,453.59,15,9,2020,Rock Point,New York,United States,1,48439,62.35
"Oh, The Places You'll Go! Mini Edition",3,4.85,1,0,1,Dr. Seuss,48.0,157.0,116.0,11.0,140.0,28,5,2020,HarperCollins Publishers,London,United Kingdom,1,107523,48.99
"Home by Natural Harry : DIY Recipes for a Tox-Free, Zero-Waste Life",3,4.44,1,0,1,Harriet Birrell,208.0,222.0,175.0,22.86,760.0,17,11,2020,Hardie Grant Books,South Yarra,Australia,1,132539,89.75
The Healing Power of Flowers : discover the secret language of the flowers you love,3,4.0,1,0,1,Claire Bowen,224.0,192.0,151.0,22.0,477.0,4,3,2021,Ebury Publishing,London,United Kingdom,1,53577,70.26
Polishing the Mirror : How to Live from Your Spiritual Heart,3,4.42,1,0,1,Ram Dass,161.0,235.0,159.0,19.0,386.0,10,9,2013,Sounds True Inc,Louisville,CO,1,133932,131.95
Pisces : The Art of Living Well and Finding Happiness According to Your Star Sign,3,3.7,0,0,1,Sally Kirkman,144.0,189.0,173.0,16.0,172.0,12,3,2019,Hodder & Stoughton,London,United Kingdom,1,57679,44.78
Little Book of Saints,3,4.02,1,0,1,Christine Barrely,192.0,157.0,107.0,28.0,280.0,23,3,2011,Chronicle Books,San Francisco,United States,1,57065,72.51
"The Align Method : A Modern Movement Guide for a Stronger Body, Sharper Mind, and Stress-Proof Life",3,4.07,1,0,1,Aaron Alexander,288.0,238.0,198.0,26.0,680.0,16,1,2020,"Little, Brown & Company",New York,United States,1,135453,90.46
Be More Unicorn,3,3.6,0,0,1,Joanna Gray,128.0,155.0,120.0,20.32,272.16,3,4,2018,Quadrille Publishing Ltd,London,United Kingdom,1,42150,46.92
Kombucha : Healthy Recipes for Naturally Fermented Tea Drinks,3,4.0,1,0,1,Louise Avery,96.0,210.0,170.0,15.24,416.0,11,9,2018,"Ryland, Peters & Small Ltd",London,United Kingdom,1,133997,59.57
"Essential Well Being : A Modern Guide to Using Essential Oils in Beauty, Body, and Home Rituals",3,4.39,1,0,1,Sara Panton,288.0,241.0,203.0,27.94,1111.3,17,10,2019,Prentice Hall Press,United States,United States,1,21705,107.84
"Sovereign Self : Claim Your Inner Joy and Freedom with the Empowering Wisdom of the Vedas, Upanishads, and Bhagavad Gita",3,4.16,1,0,1,Acharya Shunya,448.0,238.0,162.0,36.0,716.0,29,12,2020,Sounds True Inc,New York,United States,1,46713,93.95
"The Way Out : A Revolutionary, Scientifically Proven Approach to Healing Chronic Pain",3,4.58,1,0,1,Alan Gordon,224.0,217.0,146.0,22.0,329.0,24,8,2021,Random House USA Inc,New York,United States,1,138864,90.87
The Miracles of Archangel Gabriel,3,4.14,1,0,1,Doreen Virtue,256.0,220.0,145.0,20.0,550.0,29,7,2013,Hay House Inc,Carlsbad,United States,1,138122,79.26
And Now For The Good News... : The much-needed tonic for our frazzled world,3,3.7,0,0,1,Ruby Wax,256.0,222.0,144.0,26.0,377.0,17,9,2020,Penguin Books Ltd,London,United Kingdom,1,87404,74.52
"Upgrade Your Immunity with Herbs : Herbal Tonics, Broths, Brews, and Elixirs to Supercharge Your Immune System",3,4.0,1,0,1,Dr. Joseph Mercola,192.0,240.0,200.0,20.0,625.0,18,5,2021,Hay House Inc,Carlsbad,United States,1,141370,87.5
Feeding Your Demons : Ancient Wisdom for Resolving Inner Conflict,3,4.11,1,0,1,Lama Tsultrim Allione,288.0,220.0,146.0,25.0,400.0,19,5,2016,"Little, Brown Spark",New York,NY,1,81366,97.88
Secret Daily Teachings New Edition,3,4.32,1,0,1,Byrne,384.0,165.0,139.0,27.0,500.0,27,8,2013,Simon & Schuster,United States,United States,1,130213,80.29
You Were Born for This: Astrology for Radical Self-Acceptance : Astrology for Radical Self-Acceptance,3,4.25,1,0,1,Chani Nicholas,304.0,210.0,140.0,26.0,454.0,23,1,2020,HarperCollins Publishers Inc,New York,United States,1,137864,85.85
Tiny Buddha's Worry Journal : A Creative Way to Let Go of Anxiety and Find Peace,3,4.31,1,0,1,Lori Deschene,272.0,203.0,152.0,24.0,481.0,12,7,2018,HarperCollins Publishers Inc,New York,United States,1,130657,70.4
When I Talk to You,3,4.0,1,0,1,Michael Leunig,128.0,174.0,139.0,22.0,242.0,25,7,2019,HarperCollins Publishers (Australia) Pty Ltd,New South Wales,Australia,1,139664,54.51
"DIY Bitters : Reviving the Forgotten Flavor - A Guide to Making Your Own Bitters for Bartenders, Cocktail Enthusiasts, Herbalists, and More",3,4.21,1,0,1,Jovial King,208.0,254.0,203.0,17.78,929.86,15,9,2016,Fair Winds Press,Rockport,United States,1,47252,91.98
Catfulness : A cat's guide to achieving mindfulness,3,3.83,0,0,1,A. Cat,96.0,171.0,140.0,14.0,236.0,5,10,2017,Quercus Publishing,London,United Kingdom,1,129809,48.54
Knowing Where to Look : 108 Daily Doses of Inspiration,3,4.51,1,0,1,Light Watkins,200.0,186.0,146.0,21.0,408.0,10,8,2021,Sounds True Inc,New York,United States,1,133301,71.27
Everyone Knows Your Mother is a Witch,3,3.49,0,0,1,Rivka Galchen,288.0,222.0,141.0,27.0,390.0,8,7,2021,HarperCollins Publishers,London,United Kingdom,1,88745,69.43
How to Not Always Be Working : A Toolkit for Creativity and Radical Self-Care,3,3.4,0,0,1,Marlee Grace,112.0,152.0,122.0,12.7,206.0,29,11,2018,HarperCollins Publishers Inc,United States,United States,1,85177,56.5
"Beat Cancer Daily : 365 Days of Inspiration, Encouragement, and Action Steps to Survive and Thrive",3,4.67,1,0,1,Chris Wark,384.0,185.0,135.0,32.0,390.0,12,11,2020,Hay House Inc,Carlsbad,United States,1,10351,72.23
A Little Bit of Dreams : An Introduction to Dream Interpretation,3,3.54,0,0,1,Mr Stase Michaels,128.0,177.0,127.0,13.0,182.0,20,1,2015,Sterling Publishing Co Inc,New York,United States,1,57528,51.56
"I Believe in Me : Finding Joy with Heartwarming Affirmations (Gift for friends, Mood disorders, Illustrations and Comics on Depression and Mental Health)",3,4.15,1,0,1,Chi Sing CHENG,246.0,152.0,152.0,19.05,362.87,11,8,2020,Mango Media,FL,United States,1,140789,78.06
Healing Ourselves : Biofield Science and the Future of Health,3,4.6,1,0,1,Shamini Jain,320.0,229.0,152.0,30.23,300.0,18,10,2021,Sounds True Inc,New York,United States,1,141988,77.67
"Food Pharmacy : A Guide to Gut Bacteria, Anti-Inflammatory Foods, and Eating for Health",3,3.45,0,0,1,Lina Aurell,192.0,229.0,178.0,20.0,780.0,18,1,2018,Skyhorse Publishing,New York,NY,1,142162,114.81
Red Hot and Holy : A Heretic's Love Story,3,4.1,1,0,1,Sera Beak,316.0,235.0,158.0,25.4,522.0,1,7,2013,SOUNDS TRUE INC,Louisville,CO,1,135501,110.11
Resurrecting Jesus : Embodying the Spirit of a Revolutionary Mystic,3,4.37,1,0,1,Adyashanti,272.0,209.0,140.0,23.11,381.0,1,4,2014,SOUNDS TRUE INC,Louisville,CO,1,131298,117.71
The Serendipity Mindset : The Art and Science of Creating Good Luck,3,3.81,0,0,1,Dr Christian Busch,384.0,222.0,144.0,35.0,498.0,3,9,2020,Penguin Books Ltd,London,United Kingdom,1,145168,78.0
The Power of Breathwork: Volume 1 : Simple Practices to Promote Wellbeing,3,4.13,1,0,1,Jennifer Patterson,128.0,216.0,165.0,17.78,476.27,3,3,2020,Fair Winds Press,Rockport,United States,1,50588,65.99
"The Modern Witchcraft Book of Natural Magick : Your Guide to Crafting Charms, Rituals, and Spells from the Natural World",3,3.4,0,0,1,Judy Ann Nock,240.0,229.0,152.0,18.0,463.0,12,7,2018,Adams Media Corporation,Holbrook,MA,1,55119,62.97
The Confident Woman Devotional : 365 Daily Inspirations,3,4.43,1,0,1,Joyce Meyer,432.0,183.0,135.0,43.0,680.0,16,10,2018,Time Warner Trade Publishing,New York,United States,1,126249,80.0
Cured : The Power of Our Immune System and the Mind-Body Connection,3,4.05,1,0,1,Dr Jeff Rediger,400.0,222.0,144.0,36.0,514.0,19,3,2020,Penguin Books Ltd,London,United Kingdom,1,108813,84.66
The Mixology of Astrology : Cosmic Cocktail Recipes for Every Sign,3,4.16,1,0,1,Aliza Kelly,224.0,191.0,140.0,23.0,347.0,6,9,2018,Adams Media Corporation,Holbrook,MA,1,139772,63.31
The Friendship Poems of Rumi: Volume 1 : Translated by Nader Khalili,3,3.62,0,0,1,Rumi,128.0,199.0,150.0,15.24,385.55,15,9,2020,"Wellfleet Press,U.S.",United States,United States,1,51821,53.22
"The Essential Oils Menopause Solution : Alleviate Your Symptoms and Reclaim Your Energy, Sleep, Sex Drive, and Metabolism",3,4.1,1,0,1,Mariza Snyder,384.0,232.0,156.0,38.1,580.6,20,4,2021,Potter/Ten Speed/Harmony/Rodale,United States,United States,1,124564,93.95
Bushido: The Soul Of Japan,3,3.91,0,0,1,Inazo Nitobe,160.0,197.0,138.0,20.32,278.0,15,10,2012,"Kodansha America, Inc",London,United States,1,145377,72.9
The Wisdom of Sundays : Life-Changing Insights from Super Soul Conversations,3,4.33,1,0,1,Oprah Winfrey,240.0,206.0,170.0,30.0,635.0,1,11,2017,Flatiron Books,New York,New York,1,65262,102.56
The Comfort Book : Special Winter Edition,3,4.2,1,0,1,Matt Haig,272.0,220.0,162.0,27.0,439.0,1,11,2021,Canongate Books Ltd,Edinburgh,United Kingdom,1,40765,76.05
The Spirit Almanac : A Modern Guide to Ancient Self-Care,3,3.94,0,0,1,Emma Loewe,288.0,229.0,191.0,27.94,1.0,16,10,2018,"J.P.Tarcher,U.S./Perigee Bks.,U.S.",United States,United States,1,145936,80.29
The Monastic Heart : 50 Simple Practices for a Contemplative and Fulfilling Life,3,4.19,1,0,1,Joan D Chittister,160.0,210.0,140.0,27.94,567.0,21,9,2021,Waterbrook Press (A Division of Random House Inc),Colorado Springs,United States,1,21575,95.98
Edibles : Small Bites for the Modern Cannabis Kitchen,3,4.34,1,0,1,Stephanie Hua,144.0,242.0,190.0,20.0,680.0,15,11,2018,Chronicle Books,San Francisco,United States,1,58779,80.79
Recharge : A Year of Self-Care to Focus on You,3,3.47,0,0,1,Julie Montagu,304.0,201.0,128.0,25.0,334.0,25,12,2018,"Little, Brown Book Group",London,United Kingdom,1,80251,57.87
The Ikigai Journey : A Practical Guide to Finding Happiness and Purpose the Japanese Way,3,3.86,0,0,1,Hector Garcia,224.0,191.0,127.0,27.94,369.0,23,6,2020,Tuttle Publishing,Boston,United States,1,145067,82.63
"The Daily Laws : 366 Meditations on Power, Seduction, Mastery, Strategy, and Human Nature",3,4.5,1,0,1,Robert Greene,464.0,236.0,159.0,38.0,680.0,12,10,2021,Penguin Putnam Inc,United States,United States,1,100690,104.95
Last Days: Zombie Apocalypse : A Game of Survival Horror,3,4.06,1,0,1,Ash Barker,112.0,242.0,190.0,13.0,548.0,28,6,2018,Bloomsbury Publishing PLC,New York,United Kingdom,1,57408,86.7
Tiny Buddha : Simple Wisdom for Life's Hard Questions,3,4.14,1,0,1,Lori Deschene,304.0,165.0,140.0,20.07,281.23,15,1,2012,"Conari Press,U.S.",Berkeley,CA,1,145357,68.22
The Yoga of Sound : Healing and Enlightenment Through the Sacred Practice of Mantra,3,4.37,1,0,1,Russill Paul,320.0,216.0,140.0,24.89,435.45,14,11,2016,New World Library,Novato,CA,1,143726,57.91
A Little Bit of Auras : An Introduction to Energy Fields,3,3.38,0,0,1,Cassandra Eason,128.0,178.0,127.0,12.7,204.12,7,3,2018,Sterling Publishing Co Inc,New York,United States,1,18827,48.31
The Earth Chronicles Handbook : A Comprehensive Guide to the Seven Books of the Earth Chronicles,3,4.18,1,0,1,Zecharia Sitchin,224.0,230.0,153.0,23.0,1.0,24,4,2009,Inner Traditions Bear and Company,Rochester,United States,1,48336,85.28
In Praise of Great Compassion,3,4.78,1,0,1,His Holiness The Dalai Lama,400.0,229.0,152.0,33.02,703.07,11,9,2020,"Wisdom Publications,U.S.",Somerville,United States,1,48388,96.48
"Stitches : A Handbook on Meaning, Hope and Repair",3,3.83,0,0,1,Anne Lamott,112.0,211.0,128.0,15.0,255.0,29,10,2013,Penguin Putnam Inc,New York,United States,1,148113,69.75
Hallelujah Anyway : Rediscovering Mercy,3,3.67,0,0,1,Anne Lamott,192.0,213.0,130.0,17.0,312.0,4,4,2017,Penguin Putnam Inc,Nw Jersey,United States,1,155452,76.34
The Little Book of Self-Care for Pisces : Simple Ways to Refresh and Restore-According to the Stars,3,3.78,0,0,1,Constance Stellas,160.0,152.0,114.0,15.0,211.0,10,1,2019,Adams Media Corporation,Holbrook,MA,1,17957,53.8
"What Are You Hungry For? : The Chopra Solution to Permanent Weight Loss, Well-Being, and Lightness of Soul",3,3.72,0,0,1,Deepak Chopra,292.0,240.0,160.0,26.0,503.0,12,11,2013,Random House Usa Inc,India,India,1,155927,130.93
"The Healthy Skin Kitchen : For Eczema, Dermatitis, Psoriasis, Acne, Allergies, Hives, Rosacea, Red Skin Syndrome, Cellulite, Leaky Gut, MCAS, Salicylate Sensitivity, Histamine Intolerance & more",3,3.78,0,0,1,Karen Fischer,224.0,235.0,191.0,22.86,680.39,9,3,2021,Exisle Publishing,Woolombi,Australia,1,13831,85.6
