,book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
3041,The Original Rules of Rugby,sport,3.6,0,0,1,Martin Johnson,96,148,100,11,116,14,Oct,2015,Bodleian Library,Oxford,England,English,"434,972",43.62
3042,To Heaven's Heights : An Anthology of Skiing in Literature,sport,,0,0,1,Ingrid Christophersen,338,240,196,38.1,962,01,Feb,2022,Unicorn Publishing Group,London,United Kingdom,English,"35,718",136.58
3043,Class of 92,sport,3.95,0,0,1,Ian Marshall,272,234,153,1,501,09,Oct,2012,Simon & Schuster Ltd,London,United Kingdom,English,"475,035",109.89
3044,"The Secret World of Weather : How to Read Signs in Every Cloud, Breeze, Hill, Street, Plant, Animal, and Dewdrop",sport,4.1,1,0,1,Tristan Gooley,400,212,146,32,540,25,May,2021,EXPERIMENT,,,English,"496,993",91.77
3045,And Bring the Darkness Home : The Tony Dell Story,sport,,0,0,1,Greg Milam,224,240,160,21.08,381.02,01,Oct,2021,Pitch Publishing Ltd,Hove,United Kingdom,English,"45,334",90.36
3046,The Madness is on the Pitch : My Autobiography,sport,3.52,0,0,1,Jens Lehmann,288,236.22,152.4,27.94,566.99,01,Mar,2018,DECOUBERTIN BOOKS,London,United Kingdom,English,"498,162",87.70
3047,Fly Fishing for Bonefish,sport,4.45,1,0,1,Dick Brown,368,235,190,21,82,15,Jun,2008,Rowman & Littlefield,Guilford,United States,English,"537,313",111.26
3048,The Flying Prince: Alexander Obolensky : The Rugby Hero Who Died Too Young,sport,4,1,0,1,Hugh Godwin,336,238,160,38,580,11,Nov,2021,Hodder & Stoughton,London,United Kingdom,English,"514,825",80.97
3049,Voyaging Under Power,sport,4.4,1,0,1,Robert Beebe,448,239,191,23,988,16,Jan,2013,International Marine Publishing Co,Rockport,ME,English,"482,850",179.16
3050,40 Years of State of Origin,sport,4.5,1,0,1,Bauer Books,244,311,273,26,"1,813",28,Apr,2020,Are Media,Australia,Australia,,"297,556",226.77
3051,The Medieval Art of Swordsmanship : Royal Armouries MS I.33,sport,4.71,1,0,1,Jeffrey L. Forgeng,176,300,230,25.4,"1,292.74",15,Jul,2018,Trustees of the Royal Armouries,Leeds,United Kingdom,English,"504,449",265.62
3052,My Midsummer Morning : Rediscovering a Life of Adventure,sport,4.34,1,0,1,Alastair Humphreys,272,222,141,27,380,30,May,2019,HarperCollins Publishers,London,United Kingdom,English,"454,483",136.28
3053,My Seventy Years of Spurs : A Long Walk Down White Hart Memory Lane,sport,4,1,0,1,Norman Giller,352,222,144,30.48,498.95,01,Sep,2021,Pitch Publishing Ltd,Hove,United Kingdom,English,"497,142",84.35
3054,Secrets of the Japanese Art of Warfare : From the School of Certain Victory,sport,3.64,0,0,1,Thomas Cleary,160,191,127,20.32,312,10,Nov,2012,Tuttle Publishing,Boston,United States,English,"516,845",44.09
3055,Amateur : A True Story About What Makes a Man,sport,4.22,1,0,1,Thomas Page McBee,224,220,144,24,359,02,Aug,2018,Canongate Books Ltd,Edinburgh,United Kingdom,English,"497,009",68.79
3056,Running Man : My Story,sport,4.29,1,0,1,John Arne Riise,248,229,152,25.4,544.31,15,Dec,2018,DECOUBERTIN BOOKS,London,United Kingdom,English,"492,460",95.02
3057,Amazing Waves : The Beauty and Appreciation of Surf,sport,3,0,0,1,Roger Sharp,144,276.86,210.82,17.78,929.86,31,Oct,2017,Orca Publications Ltd,Newquay,United Kingdom,English,"512,477",122.34
3058,Ferrari 250 GT Short Wheelbase : The Autobiography of 2119 GT,sport,4.5,1,0,1,Doug Nye,320,285,235,40,"2,500",15,Nov,2015,Porter Press International,Tenbury Wells,United Kingdom,English,"517,279",401.98
3059,The Ultimate Prepper's Survival Guide : Survive the End of the World as We Know It,sport,3.11,0,0,1,James Wesley Rawles,240,237,185,25,864,17,Sep,2020,Welbeck Publishing Group,United Kingdom,United Kingdom,English,"559,564",90.56
3060,Recovery for Performance in Sport,sport,3.67,0,0,1,Christophe Hausswirth,296,279,216,24.38,"1,021",25,Mar,2013,Human Kinetics Publishers,Champaign,IL,English,"481,129",363.00
3061,Great Walks of New Zealand,sport,4.75,1,0,1,Craig Potton,120,230,280,20,982,19,Oct,2015,Potton & Burton,Nelson,New Zealand,English,"508,197",223.71
3062,"Race Car Vehicle Dynamics Book and Problems, Answers and Experiments Set",sport,4.22,1,0,1,William F. Milliken,1212,254,190.5,50.8,"2,267.96",30,May,2003,SAE International,Warrendale,United States,English,"484,366",690.82
3063,Supersub : The Story of Football's Most Famous Number 12,sport,3.5,0,0,1,David Fairclough,300,235,191,30,368.32,28,Aug,2015,deCoubertin Books,London,United Kingdom,English,"557,850",81.15
3064,The Finest Line : The Global Pursuit of Big-Wave Surfing,sport,4.62,1,0,1,Rusty Long,232,286,235,20,"1,442",28,Apr,2015,Insight Editions,San Rafael,United States,English,"515,454",221.85
3065,Caged Heat : The Wild World of Sprint Car Racing,sport,,0,0,1,Tony Loxley,520,,,,,28,Sep,2016,Full Throttle Publishing,Sydney,NSW,,"548,216",234.11
3066,Test Match Special Diary,sport,4.16,1,0,1,Test Match Special,512,234,153,39,746,14,Nov,2019,Simon & Schuster Ltd,London,United Kingdom,English,"513,379",88.12
3067,Half Truths,sport,5,1,0,1,Mike Phillips,,234,153,30,522,21,Oct,2021,Reach plc,United Kingdom,United Kingdom,English,"508,154",93.34
3068,Belief,sport,,0,0,1,Marlion Pickett,336,,,,,01,Nov,2020,Simon & Schuster Australia,East Roseville,Australia,English,"333,179",156.82
3069,Match! Goal Machines 2020,sport,,0,0,1,Match! Magazine,64,285,190,10.16,417.3,01,Jan,2020,Pillar Box Red Publishing Ltd,Edinburgh,United Kingdom,English,"523,720",56.43
3070,Loving Sports When They Don't Love You Back : Dilemmas of the Modern Fan,sport,4.19,1,0,1,Jessica Luther,336,216,140,38,566.99,01,Sep,2020,University of Texas Press,Austin,TX,English,"495,572",102.24
3071,Ruck Me : (I'Ve Written Another Book),sport,4,1,0,1,James Haskell,320,240,159,30,530,11,Jan,2022,HarperCollins Publishers,London,United Kingdom,English,"509,224",93.63
3072,Jaguar D-Type Owners' Workshop Manual : 1954 onwards (all models),sport,4,1,0,1,Chas Parker,160,270,210,14,745,09,Mar,2017,Haynes Publishing Group,Somerset,United Kingdom,English,"482,308",103.67
3073,"Legends of the Tour : The hottest, toughest and fastest riders of this decade",sport,,0,0,1,Alex Hinds,224,243,203,25,"1,040",01,Jun,2015,Hardie Grant Books,South Yarra,Australia,English,"620,273",121.64
3074,The Ford That Beat Ferrari : A Racing History of the GT40 (3rd edition),sport,4.33,1,0,1,John S. Allen,496,280,230,33.02,"2,426.72",03,Dec,2019,Evro Publishing,Sherborne,United Kingdom,English,"516,829",399.62
3075,Superdocious! : Racing Insights and Revelations from Legendary Olympic Sailor Rodney Pattisson,sport,4,1,0,1,Rodney Pattisson,192,234,153,20.32,442,07,May,2019,Bloomsbury Publishing PLC,London,United Kingdom,English,"712,739",106.41
3076,"The Kaepernick Effect : Taking a Knee, Changing the World",sport,3.81,0,0,1,Dave Zirin,304,215,139,25.91,385.55,30,Sep,2021,The New Press,United Kingdom,United Kingdom,English,"62,237",85.10
3077,Complete Book of Wild Boar Hunting : Tips And Tactics That Will Work Anywhere,sport,3.5,0,0,1,Todd Triplett,224,229,152,19.05,28,01,Nov,2004,Rowman & Littlefield,Guilford,United States,English,"507,650",80.32
3078,The Periodic Table of FOOTBALL,sport,3.75,0,0,1,Nick Holt,192,204,138,22,266,05,May,2016,Ebury Publishing,London,United Kingdom,English,"471,420",65.90
3079,"The Football Book : The Teams, The Rules, The Leagues, The Tactics",sport,4.61,1,0,1,DK,400,261,195,30,"1,502",01,Nov,2018,Dorling Kindersley Ltd,London,United Kingdom,English,"546,860",168.09
3080,The International Marine Book of Sailing,sport,4.28,1,0,1,William Robinson,528,262,211,34,"1,288",16,Dec,2008,International Marine Publishing Co,Rockport,ME,English,"498,546",175.46
3081,"Fabric of the Game : The Stories Behind the NHL's Names, Logos, and Uniforms",sport,4.25,1,0,1,Chris Creamer,280,203,228,27.94,"1,122",03,Nov,2020,Sports Publishing LLC,New York,United States,English,"506,400",117.43
3082,I Came as a Shadow : An Autobiography,sport,4.53,1,0,1,John Thompson,352,244,160,30,544,15,Dec,2020,Henry Holt & Company,New York,New York,English,"503,311",81.46
3083,The New Yorker Book of Golf Cartoons,sport,3.56,0,0,1,Danny Shanahan,144,223,209,15,516,10,Aug,2012,John Wiley & Sons Inc,New York,United States,English,"503,304",88.03
3084,Flight : 100 Greatest Aircraft,sport,4.5,1,0,1,Mark Phelps,240,264,290,30,"1,746",24,Dec,2013,Weldon Owen,San Francisco,CA,English,"496,434",176.12
3085,Alpine Warriors,sport,4.19,1,0,1,Bernadette Mcdonald,352,229,152,27.94,666,05,Nov,2015,ROCKY MOUNTAIN BOOKS,Surrey,BC,English,"516,003",104.17
3086,"Reboot : My Life, My Time",sport,3.72,0,0,1,Michael Owen,352,234,153,35,664,05,Sep,2019,Reach plc,United Kingdom,United Kingdom,English,"500,934",97.25
3087,"The Girls : An All-American Town, a Predatory Doctor, and the Untold Story of the Gymnasts Who Brought Him Down",sport,4.13,1,0,1,Abigail Pesta,240,238,158,28,420,29,Aug,2019,Seal Press,Seattle,WA,English,"488,379",93.12
3088,The Karakoram : Ice Mountains of Pakistan,sport,5,1,0,1,Colin Prior,160,346,280,22.86,"1,769.01",02,Mar,2021,Merrell Publishers Ltd,London,United Kingdom,English,"472,210",221.22
3089,The Secret Carp,sport,4.5,1,0,1,Chris Yates,176,234,156,20.32,490,30,Apr,2000,MERLIN UNWIN BOOKS,Shropshire,United Kingdom,English,"445,556",93.29
3090,Navegación con mal tiempo,sport,,0,0,1,Peter Bruce,314,,,,,04,Feb,2002,"Editorial Juventud, S.A.",Spain,Spain,Spanish,"516,490",138.18
3091,Everest : The West Ridge,sport,4.2,1,0,1,Thomas F. Hornbein,288,255,215,28,"1,315",15,Apr,2013,MOUNTAINEERS BOOKS,Seattle,United States,English,"515,267",148.03
3092,Up Front : My Autobiography,sport,3.7,0,0,1,Kerry Dixon,288,234,153,22.86,476.27,02,Sep,2016,John Blake Publishing Ltd,London,United Kingdom,English,"515,303",71.40
3093,Walking the South West Coast Path : A Companion Guide,sport,4.4,1,0,1,Simon Butler,144,210,148,20,498,20,Aug,2019,PiXZ Books,Wellington,United Kingdom,English,"531,194",69.17
3094,Supreme Bowling : 100 Great Test Performances,sport,4.15,1,0,1,Dave Wilson,320,229,152,31,850,03,Oct,2016,Von Krumm Publishing,Hove,United Kingdom,English,"512,023",85.34
3095,The Beautiful Badge : The Stories Behind the Football Club Badge,sport,3.86,0,0,1,Martyn Routledge,224,303,216,15.24,"1,097.69",24,Aug,2018,Pitch Publishing Ltd,Hove,United Kingdom,English,"515,684",166.29
3096,Surfboards,sport,4,1,0,1,Guy Motil,232,305,229,32,98,01,Jan,2008,ROWMAN & LITTLEFIELD,Guilford,CT,English,"504,261",136.60
3097,Yacht Design According to Perry,sport,4.54,1,0,1,Robert Perry,240,282,224,28,962,16,Jan,2008,International Marine Publishing Co,Rockport,ME,English,"595,173",158.24
3098,"Peak Rock : The history, the routes, the climbers",sport,4.6,1,0,1,Phil Kelly,396,310,240,31,"2,600",25,Nov,2013,Vertebrate Publishing Ltd,United Kingdom,United Kingdom,English,"536,149",196.24
3099,Footy Banners : A Complete Run-Through,sport,,0,0,1,Leigh Meyrick,160,,,,,28,Jul,2021,Simon & Schuster Australia,East Roseville,Australia,English,"46,579",136.05
3100,Go Faster : The Graphic Design of Racing Cars,sport,3.58,0,0,1,Sven Voelker,144,260,210,20.32,952.54,02,Feb,2010,Die Gestalten Verlag,Berlin,Germany,English,"475,449",146.36
3101,"Cricket, A Very Peculiar History : A Very Peculiar History",sport,4,1,0,1,Jim Pipe,192,152,101,22,203,01,Apr,2012,Salariya Book Company Ltd,Brighton,United Kingdom,English,"516,351",48.83
3102,The Gloves are Off : My Life in Cricket,sport,3.31,0,0,1,Matt Prior,272,234,153,25.91,532,20,Jun,2013,Simon & Schuster Ltd,London,United Kingdom,English,"631,958",48.58
3103,Running : through the looking glass,sport,4,1,0,1,Dick Telford,498,234,156,27,853,01,Nov,2015,Superscript Publishing,Australia,Australia,English,"521,633",129.10
3104,"Lebron, Inc. : The Making of a Billion-Dollar Athlete",sport,3.85,0,0,1,Brian Windhorst,256,231,152,25,454,09,Apr,2019,Grand Central Publishing,United States,United States,English,"498,547",96.99
3105,The legendary cricket genius Sydney F. Barnes,sport,3.33,0,0,1,J L Nicholls,302,216,140,17,484,24,Aug,2018,Consilience Media,Whitley Bay,United Kingdom,English,"515,768",97.79
3106,Two Planks and a Passion : The Dramatic History of Skiing,sport,3.8,0,0,1,Roland Huntford,456,234,156,31.75,830.07,10,Nov,2008,Bloomsbury Publishing PLC,London,United Kingdom,English,"39,107",191.48
3107,Stroke of Genius,sport,4.31,1,0,1,Gideon Haigh,336,240,163,37,628,01,Dec,2016,Penguin Random House Australia,Hawthorn,Australia,English,"489,349",161.21
3108,Ride : Cycle the World,sport,3.77,0,0,1,Dk Eyewitness,256,262,220,26,"1,116",01,Apr,2021,Dorling Kindersley Ltd,London,United Kingdom,English,"528,635",104.96
3109,The Incomplete Book of Running,sport,3.86,0,0,1,Peter Sagal,208,213,140,18,315,01,Nov,2018,Simon & Schuster,New York,United States,English,"535,065",98.25
3110,Jeter Unfiltered,sport,4.32,1,0,1,Derek Jeter,256,244,192,25,844,28,Oct,2014,Gallery/Jeter Publishing,,,English,"530,237",117.22
3111,Hank Haney's Essentials of the Swing : A 7-point Plan for Building a Better Swing and Shaping Your Shots,sport,3.85,0,0,1,Hank Haney,168,244,201,14,484,16,Apr,2009,Turner Publishing Company,Chichester,United Kingdom,English,"519,607",99.73
3112,The John Carlos Story,sport,4.18,1,0,1,John Carlos,196,216,140,23.37,389,20,Oct,2011,HAYMARKET BOOKS,Chicago,United States,English,"505,154",88.03
3113,The Expert At The Card Table - The Classic Treatise On Card Manipulation,sport,4.33,1,0,1,S. W. Erdnase,144,216,140,12,334,18,Jan,2010,Read Books,Alcester,United Kingdom,English,"535,591",108.38
3114,"The Ashes : 140 Years of Rivalry, Rituals and Respect",sport,,0,0,1,Martin Lenehan,200,310,272,25,"1,808",03,Aug,2021,Are Media,Australia,Australia,,"1,329,931",226.77
3115,Feathers : The Game Larder,sport,,0,0,1,Jose Souto,256,276,216,32,"1,386",15,Sep,2018,Merlin Unwin Books,Shropshire,United Kingdom,English,"435,247",136.96
3116,BMW Airhead Twins : The Complete Story,sport,5,1,0,1,Phil West,208,260,215,20,868,04,Aug,2020,The Crowood Press Ltd,Ramsbury,United Kingdom,English,"525,731",121.12
3117,Cristiano and Leo : The Race to Become the Greatest Football Player of All Time,sport,3.89,0,0,1,Jimmy Burns,368,241,162,38,630,01,Sep,2018,Pan Macmillan,London,United Kingdom,English,"630,186",74.77
3118,You Are Looking Live! : How The NFL Today Revolutionized Sports Broadcasting,sport,4.1,1,0,1,Rich Podolsky,240,238,160,24,472,15,Dec,2021,Rowman & Littlefield,Guilford,United States,English,"566,803",105.94
3119,Abarth : Racing Cars. Collection 1949-1974,sport,,0,0,1,Stefan Bogner,420,300,250,40.64,"2,744.23",19,Nov,2018,"Delius, Klasing & Co",Bielefeld,Germany,English,"556,764",175.01
3120,Tom Brown's Guide To Healing The Earth,sport,4.07,1,0,1,Tom Brown Jr.,192,209,139,17.78,181.44,28,Nov,2019,Penguin Putnam Inc,New York,United States,English,"68,425",61.35
3121,Abarth : Racing Cars. Collection 1949-1974,sport,,0,0,1,Stefan Bogner,420,300,250,40.64,"2,744.23",19,Nov,2018,"Delius, Klasing & Co",Bielefeld,Germany,English,"556,764",175.01
3122,"Works Minis In Detail : BMC & British Leyland works Mini competition entries, car-by-car",sport,5,1,0,1,Robert Young,424,255,255,33.02,"1,927.77",12,Jan,2021,Herridge & Sons Ltd,Beaworthy,United Kingdom,English,"571,953",260.04
3123,Spurs Greatest Games : Tottenham Hotspur's Fifty Finest Matches,sport,4,1,0,1,Mike Donovan,224,240,160,22.86,453.59,01,Dec,2012,Pitch Publishing Ltd,Hove,United Kingdom,English,"537,194",82.43
3124,Glory Days: The Summer of 1984 and the 90 Days That Changed Sports and Culture Forever,sport,4.14,1,0,1,L Jon Wertheim,336,229,152,36.07,539.77,15,Jun,2021,Houghton Mifflin Harcourt Publishing Company,Boston,United States,English,"522,446",85.19
3125,"Bike Life : Travel, Different",sport,4.29,1,0,1,Tristan Bogaard,256,290,230,27.94,"1,406.14",15,Oct,2020,Lannoo,Tielt,Belgium,English,"13,225",160.38
3126,"Hapkido: Traditions, Philosophy, Technique : Traditions, Philosophy, Technique",sport,4.73,1,0,1,Marc Tedeschi,1136,358,249,79,"4,706",01,Nov,2000,Shambhala Publications Inc,Boston,United States,English,"511,673",488.56
3127,Hunter Gather Cook : Adventures in Wild Food,sport,4.33,1,0,1,Nick Weston,248,248,195,30.48,"1,065.94",04,Jun,2019,Guild of Master Craftsman Publications Ltd,East Sussex,United Kingdom,English,"505,937",173.81
3128,Thunderbook : The World of Bond According to Smersh Pod,sport,4.19,1,0,1,John Rain,380,222,145,30,497,08,Feb,2020,Polaris Publishing Limited,Edinburgh,United Kingdom,English,"674,026",85.46
3129,Tiger Roll : The Little Legend,sport,4,1,0,1,Andrew Pennington,,245,209,17,794,01,Nov,2019,Raceform Ltd,Newbury,United Kingdom,English,"57,156",100.61
3130,Bent Arms and Dodgy Wickets : England's Troubled Reign as Test Match Kings During the Fifties,sport,3.57,0,0,1,Tim Quelch,304,234,156,23.88,453.59,01,Dec,2012,Pitch Publishing Ltd,Hove,United Kingdom,English,"583,989",80.43
3131,Red Odyssey : Liverpool FC 1892-2017,sport,4.46,1,0,1,Jeff Goulding,320,240,160,30.48,521.63,01,Jul,2018,Pitch Publishing Ltd,Hove,United Kingdom,English,"527,934",91.14
3132,The Pacific Crossing Guide 3rd edition : RCC Pilotage Foundation,sport,4.33,1,0,1,Kitty van Hagen,256,297,210,22.86,"1,226",15,Nov,2016,Bloomsbury Publishing PLC,London,United Kingdom,English,"605,765",263.93
3133,The Game Chef : Wild Recipes from the Great Outdoors,sport,4,1,0,1,Angelo Georgalli,188,261,207,18,800,11,Sep,2017,Beatnik Publishing,Auckland,New Zealand,English,"512,135",106.02
3134,The Circling Sky : On Nature and Belonging in an Ancient Forest,sport,4.38,1,0,1,Neil Ansell,352,146,232,28,560,04,May,2021,Headline Publishing Group,London,United Kingdom,English,"554,143",77.15
3135,Thou Shall Not Pass : The Anatomy of Football's Centre-Half,sport,3.88,0,0,1,Leo Moynihan,224,234,153,30.48,490,20,Apr,2021,Bloomsbury Publishing PLC,London,United Kingdom,English,"523,742",86.29
3136,"Silk : Football, Family, Respect",sport,,0,0,1,Shaun Burgoyne,352,241,165,34,632,13,Oct,2021,HarperCollins Publishers (Australia) Pty Ltd,New South Wales,Australia,English,"533,064",172.48
3137,A Field of Tents and Waving Colours 2019 : Neville Cardus Writing on Cricket,sport,4.67,1,0,1,Neville Cardus,224,198,129,24,304,18,Jul,2019,Safe Haven Books,London,United Kingdom,English,"416,589",80.37
3138,The Vanishing Ice : Diaries of a Scottish snow hunter,sport,4.07,1,0,1,Iain Cameron,224,240,162,25,500,02,Sep,2021,Vertebrate Graphics Ltd,Sheffield,United Kingdom,English,"536,210",93.01
3139,Examination of Musculoskeletal Injuries,sport,4.67,1,0,1,Sandra J. Shultz,688,279,216,33.02,"2,200",01,Dec,2015,Human Kinetics Publishers,Champaign,IL,English,"517,124",450.77
3140,Coach Wooden and Me : Our 50-Year Friendship On and Off the Court,sport,4.36,1,0,1,Kareem Abdul-Jabbar,288,236,156,25,526,29,Jun,2017,"Little, Brown & Company",New York,United States,English,"513,322",126.35
